CALL ID,CALLS,DISPOSITION,TALK TIME,Devolutiva,Custom.Numero_CAP,Custom.Transfer_NPS,Custom.NPS_Solicitacao,Custom.NPS_Nota,DATE,Custom.Analista
300000005649,1,Caixa Postal,00:00:09,Cli,1000000089393,N,,,2025/01/30,
300000005650,1,Chamada Não Atendida,00:00:04,Cli,1000000089393,N,,,2025/01/30,
300000005651,1,Caixa Postal,00:00:07,,,N,,,2025/01/30,
300000005652,1,URA Pesquisa NPS,00:00:56,VE,10000000116676,S,Sim,10.0,2025/01/30,Email48442
300000005653,1,Ligação Muda,00:00:13,,,N,,,2025/01/30,
300000005654,1,Caixa Postal,00:00:15,,,N,,,2025/01/30,
300000005655,1,Caixa Postal,00:00:10,VE,,N,,,2025/01/30,
300000005656,1,Não Atende,,Vendedor,10000000116679,N,,,2025/01/30,
300000005657,1,Caixa Postal,00:00:01,,10000000116627,N,,,2025/01/30,
300000005658,1,Não Atende,00:00:19,,10000000116627,N,,,2025/01/30,
300000005659,1,Caixa Postal,00:00:04,Cli,1000000089393,N,,,2025/01/30,
300000005660,1,Caixa Postal,00:00:03,Cli,1000000089393,N,,,2025/01/30,
300000005661,1,Não Atende,,Cliente,10000000257945,N,,,2025/01/30,
300000005662,1,Não Atende,00:00:05,Cliente,10000000116018,N,,,2025/01/30,
300000005663,1,Dados incorretos do cliente,00:00:42,Cliente,10000000116018,N,,,2025/01/30,
300000005664,1,Sent To Voicemail,00:07:12,VE,10000000116602,S,Sim,10.0,2025/01/30,Email1768
300000005665,1,Chamada Não Atendida,00:14:54,Cli,10000000116777,N,,,2025/01/30,
300000005666,1,Não Atende,,VE,,N,,,2025/01/30,
300000005667,1,Não Atende,,VE,,N,,,2025/01/30,
300000005668,1,Não Atende,,VE,10000000116593,N,,,2025/01/30,
300000005669,1,Caixa Postal,,,,N,,,2025/01/30,
300000005670,1,URA Pesquisa NPS,00:04:27,Cli,,S,Sim,10.0,2025/01/30,Email1615
300000005671,1,Caixa Postal,,VE,10000000116490,N,,,2025/01/30,
300000005672,1,Chamada Não Atendida,,VE,10000000116490,N,,,2025/01/30,
300000005673,1,URA Pesquisa NPS,00:04:50,ve,10000000116788,S,Sim,10.0,2025/01/30,Email5556
300000005674,1,Chamada Não Atendida,,VE,10000000116490,N,,,2025/01/30,
300000005675,1,Caixa Postal,00:00:05,,,N,,,2025/01/30,
300000005676,1,Caixa Postal,,,,N,,,2025/01/30,
300000005677,1,Informação,00:04:23,,,N,,,2025/01/30,
300000005678,1,Chamada Não Atendida,,VE,10000000116490,N,,,2025/01/30,
300000005679,1,Ocupado,,VE,10000000116490,N,,,2025/01/30,
300000005680,1,URA Pesquisa NPS,00:00:47,VE,,S,Sim,10.0,2025/01/30,Email48438
300000005681,1,Caixa Postal,00:00:09,VE,10000000117257,N,,,2025/01/29,
300000005682,1,Caixa Postal,00:00:04,VE,10000000117257,N,,,2025/01/29,
300000005683,1,Chamada Não Atendida,,VE,10000000115022,N,,,2025/01/29,
300000005684,1,Chamada Não Atendida,00:00:05,VE,10000000117316,N,,,2025/01/29,
300000005685,1,Chamada Não Atendida,00:00:07,VE,10000000117316,N,,,2025/01/29,
300000005686,1,Não Atende,,Cli,10000000117466,N,,,2025/01/29,
300000005687,1,Informação,,VE,,N,,,2025/01/29,
300000005688,1,Ligação Muda,,VE,10000000116870,N,,,2025/01/29,
300000005689,1,URA Pesquisa NPS,00:01:41,VE,10000000106391,S,Sim,10.0,2025/01/29,Email1768
300000005690,1,Caixa Postal,00:00:11,,,N,,,2025/01/29,
300000005691,1,Caixa Postal,00:00:03,CLI,10000000113851,N,,,2025/01/29,
300000005692,1,URA Pesquisa NPS,00:01:02,VE,10000000117361,S,Sim,10.0,2025/01/29,Email1768
300000005693,1,Caixa Postal,00:00:11,VE,10000000117251,N,,,2025/01/29,
300000005694,1,Contato de Finalizacao do Protocolo,00:01:58,VE,10000000117251,N,,,2025/01/29,
300000005695,1,Caixa Postal,,CLI ,,N,,,2025/01/29,
300000005696,1,Caixa Postal,,CLI ,,N,,,2025/01/29,
300000005697,1,Contato de Finalizacao do Protocolo,00:01:21,VE,,N,,,2025/01/29,
300000005698,1,URA Pesquisa NPS,00:02:47,VE,10000000117250,S,Sim,10.0,2025/01/29,Email1768
300000005699,1,Caixa Postal,00:00:06,Cliente,10000000116755,N,,,2025/01/29,
300000005700,1,Não Atende,00:00:01,Cliente,10000000116755,N,,,2025/01/29,
300000005701,1,Não Atende,,Cliente,10000000116755,N,,,2025/01/29,
300000005702,1,Caixa Postal,,CLI ,10000000116872,N,,,2025/01/29,
300000005703,1,URA Pesquisa NPS,00:01:01,CLI,10000000113851,S,Sim,9.0,2025/01/29,Email4355
300000005704,1,Chamada Não Atendida,00:00:01,VE,10000000115146,N,,,2025/01/29,
300000005705,1,Chamada Não Atendida,,VE,10000000115146,N,,,2025/01/29,
300000005706,1,Informação,,,,N,,,2025/01/29,
300000005707,1,Chamada Não Atendida,00:00:01,VE,10000000115146,N,,,2025/01/29,
300000005708,1,Chamada Não Atendida,,VE,10000000112882,N,,,2025/01/29,
300000005709,1,Protocolo Permanecera em Andamento,00:01:07,VE,10000000112882,N,,,2025/01/29,
300000005710,1,Chamada Não Atendida,00:00:08,VE,10000000117252,N,,,2025/01/29,
300000005711,1,Caixa Postal,00:00:09,VE,10000000117252,N,,,2025/01/29,
300000005712,1,Informação,00:00:13,CLI ,10000000116872,N,,,2025/01/29,
300000005713,1,Chamada Não Atendida,00:00:04,VE,,N,,,2025/01/29,
300000005714,1,Não Atende,,,10000000116864,N,,,2025/01/29,
300000005715,1,Chamada Não Atendida,00:00:04,VE,10000000117261,N,,,2025/01/29,
300000005716,1,Cliente Desligou,00:03:30,VE,,N,,,2025/01/29,
300000005717,1,Contato de Finalizacao do Protocolo,00:01:03,VE,,N,,,2025/01/29,
300000005718,1,Chamada Não Atendida,,CLI ,10000000257946,N,,,2025/01/29,
300000005719,1,Chamada Não Atendida,,CLI ,10000000257946,N,,,2025/01/29,
300000005720,1,Chamada Não Atendida,,CLI ,,N,,,2025/01/29,
300000005721,1,Dados incorretos do cliente,00:00:44,Cliente,10000000257946,N,,,2025/01/29,
300000005722,1,Contato de Finalizacao do Protocolo,00:00:50,Cliente,,N,,,2025/01/28,
300000005723,1,Chamada Não Atendida,00:00:01,VE,10000000117884,N,,,2025/01/28,
300000005724,1,Contato de Finalizacao do Protocolo,00:02:12,,,N,,,2025/01/28,
300000005725,1,Chamada Não Atendida,00:00:10,VE,10000000117884,N,,,2025/01/28,
300000005726,1,Não Atende,00:00:29,,,N,,,2025/01/28,
300000005727,1,Não Atende,00:00:04,,,N,,,2025/01/28,
300000005728,1,Não Atende,00:00:04,,,N,,,2025/01/28,
300000005729,1,URA Pesquisa NPS,00:05:04,VE,10000000117887,S,Sim,,2025/01/28,Email1768
300000005730,1,Contato de Finalizacao do Protocolo,00:02:46,,10000000117970,S,,,2025/01/28,Email19156
300000005731,1,URA Pesquisa NPS,00:02:30,VE,10000000117886,S,Sim,10.0,2025/01/28,Email1768
300000005732,1,Caixa Postal,00:00:12,ve,10000000118188,N,,,2025/01/28,
300000005733,1,Caixa Postal,00:00:24,cli,10000000118156,N,,,2025/01/28,
300000005734,1,Chamada Não Atendida,,VE,10000000115037,N,,,2025/01/28,
300000005735,1,Chamada Não Atendida,00:00:01,VE,10000000115037,N,,,2025/01/28,
300000005736,1,Informação,00:00:01,Cli,10000000118162,N,,,2025/01/28,
300000005737,1,URA Pesquisa NPS,00:02:57,,,S,Sim,10.0,2025/01/28,Email48438
300000005738,1,URA Pesquisa NPS,00:05:53,VE,,S,Sim,10.0,2025/01/28,Email329
300000005739,1,Chamada Não Atendida,,VE,10000000117953,N,,,2025/01/28,
300000005740,1,Chamada Não Atendida,,VE,10000000117953,N,,,2025/01/28,
300000005741,1,Informação,,Cli,10000000118150,N,,,2025/01/28,
300000005742,1,Protocolo Permanecera em Andamento,00:01:15,VE,10000000106878,N,,,2025/01/28,
300000005743,1,Chamada Não Atendida,,VE,10000000106878,N,,,2025/01/28,
300000005744,1,Protocolo Permanecera em Andamento,00:07:02,VE,10000000106878,N,,,2025/01/28,
300000005745,1,Chamada Não Atendida,,VE,10000000117257,N,,,2025/01/28,
300000005746,1,Chamada Não Atendida,00:00:04,VE,10000000117257,N,,,2025/01/28,
300000005747,1,Chamada Não Atendida,00:00:05,VE,10000000118555,N,,,2025/01/27,
300000005748,1,Chamada Não Atendida,,VE,10000000118555,N,,,2025/01/27,
300000005749,1,Caixa Postal,00:00:13,cli,,N,,,2025/01/27,
300000005750,1,Não Atende,,Cliente,10000000115374,N,,,2025/01/27,
300000005751,1,Caixa Postal,00:00:03,,,N,,,2025/01/27,
300000005752,1,Não Atende,,CLI,,N,,,2025/01/27,
300000005753,1,Caixa Postal,00:00:30,cli,10000000118776,N,,,2025/01/27,
300000005754,1,Caixa Postal,00:00:08,cli,,N,,,2025/01/27,
300000005755,1,Caixa Postal,00:00:06,cli,,N,,,2025/01/27,
300000005756,1,URA Pesquisa NPS,00:05:44,VE,10000000118616,S,,,2025/01/27,Email1768
300000005757,1,Chamada Não Atendida,,VE,10000000115037,N,,,2025/01/27,
300000005758,1,Chamada Não Atendida,00:00:01,VE,10000000115037,N,,,2025/01/27,
300000005759,1,Chamada Não Atendida,00:00:05,VE,10000000115037,N,,,2025/01/27,
300000005760,1,Chamada Não Atendida,00:00:03,VE,10000000115037,N,,,2025/01/27,
300000005761,1,Cliente Desligou,00:03:29,VE,10000000113634,N,,,2025/01/27,
300000005762,1,Chamada Não Atendida,00:00:05,VE,,N,,,2025/01/27,
300000005763,1,Chamada Não Atendida,00:00:10,VE,10000000113634,N,,,2025/01/27,
300000005764,1,Chamada Não Atendida,,VE,,N,,,2025/01/27,
300000005765,1,Chamada Não Atendida,,VE,10000000113634,N,,,2025/01/27,
300000005766,1,Chamada Não Atendida,00:00:07,VE,10000000113634,N,,,2025/01/27,
300000005767,1,Chamada Não Atendida,,cli,10000000257941,N,,,2025/01/27,
300000005768,1,Chamada Não Atendida,,cli,10000000257941,N,,,2025/01/27,
300000005769,1,Chamada Não Atendida,00:00:04,VE,10000000115863,N,,,2025/01/27,
300000005770,1,Chamada Não Atendida,,VE,10000000115863,N,,,2025/01/27,
300000005771,1,Chamada Não Atendida,00:00:09,VE,10000000115863,N,,,2025/01/27,
300000005772,1,Chamada Não Atendida,,VE,10000000115863,N,,,2025/01/27,
300000005773,1,Chamada Não Atendida,00:00:04,VE,10000000117887,N,,,2025/01/27,
300000005774,1,Ligação Muda,00:08:21,VE,,N,,,2025/01/27,
300000005775,1,Caixa Postal,00:00:04,cliente,,N,,,2025/01/27,
300000005776,1,Caixa Postal,00:00:17,cliente,,N,,,2025/01/27,
300000005777,1,Chamada Não Atendida,00:00:01,VE,10000000117887,N,,,2025/01/27,
300000005778,1,Informação,,,,N,,,2025/01/27,
300000005779,1,Informação,00:04:38,VE,10000000119245,N,,,2025/01/24,
300000005780,1,Caixa Postal,,,,N,,,2025/01/24,
300000005781,1,Caixa Postal,,,,N,,,2025/01/24,
300000005782,1,Não Atende,,Cliente,10000000119535,N,,,2025/01/24,
300000005783,1,Caixa Postal,00:00:03,Cli,,N,,,2025/01/24,
300000005784,1,Caixa Postal,00:00:03,Cli,,N,,,2025/01/24,
300000005785,1,Caixa Postal,00:08:09,VE,,N,,,2025/01/24,
300000005786,1,Contato de Finalizacao do Protocolo,00:01:06,VE,,N,,,2025/01/24,
300000005787,1,Chamada Não Atendida,,VE,10000000119243,N,,,2025/01/24,
300000005788,1,Protocolo Permanecera em Andamento,00:07:42,VE,10000000119243,N,,,2025/01/24,
300000005789,1,Caixa Postal,00:00:00,Cliente,10000000119535,N,,,2025/01/24,
300000005790,1,Caixa Postal,00:00:04,Cli,10000000119563,N,,,2025/01/24,
300000005791,1,Caixa Postal,00:00:03,Cli,10000000119563,N,,,2025/01/24,
300000005792,1,Chamada Não Atendida,00:00:19,VE,10000000118555,N,,,2025/01/24,
300000005793,1,Chamada Não Atendida,00:00:05,VE,10000000118555,N,,,2025/01/24,
300000005794,1,Caixa Postal,,Cli,10000000119568,N,,,2025/01/24,
300000005795,1,URA Pesquisa NPS,00:06:55,Cli,10000000119568,S,Sim,7.0,2025/01/24,Email1615
300000005796,1,Ligação Muda,00:00:16,VE,,N,,,2025/01/24,
300000005797,1,Contato de Finalizacao do Protocolo,00:01:21,VE,,N,,,2025/01/24,
300000005798,1,Caixa Postal,00:00:24,VE,10000000116495,N,,,2025/01/24,
300000005799,1,Caixa Postal,00:00:09,VE,,N,,,2025/01/24,
300000005800,1,Caixa Postal,,VE,10000000118544,N,,,2025/01/24,
300000005801,1,Caixa Postal,00:00:14,VE,10000000120033,N,,,2025/01/23,
300000005802,1,Caixa Postal,00:00:04,VE,10000000120033,N,,,2025/01/23,
300000005803,1,Informação,00:03:17,VE,10000000117880,N,,,2025/01/23,
300000005804,1,Caixa Postal,00:00:15,,,N,,,2025/01/23,
300000005805,1,Protocolo Permanecera em Andamento,00:02:19,VE,10000000119329,N,,,2025/01/23,
300000005806,1,Informação,,VE,,N,,,2025/01/23,
300000005807,1,Caixa Postal,,VE,10000000119315,N,,,2025/01/23,
300000005808,1,Informação,00:00:06,VE,,N,,,2025/01/23,
300000005809,1,Caixa Postal,00:00:04,VE,10000000120039,N,,,2025/01/23,
300000005810,1,Caixa Postal,,VE,10000000120039,N,,,2025/01/23,
300000005811,1,Informação,00:02:39,VE,10000000120031,N,,,2025/01/23,
300000005812,1,Caixa Postal,,CLI,10000000120031,N,,,2025/01/23,
300000005813,1,Caixa Postal,,CLI,10000000120031,N,,,2025/01/23,
300000005814,1,Caixa Postal,00:00:05,cli,10000000120946,N,,,2025/01/22,
300000005815,1,Caixa Postal,,cli,10000000120946,N,,,2025/01/22,
300000005816,1,Caixa Postal,,cli,10000000120993,N,,,2025/01/22,
300000005817,1,Caixa Postal,00:00:00,cli,10000000120993,N,,,2025/01/22,
300000005818,1,Caixa Postal,00:00:01,cliente,,N,,,2025/01/22,
300000005819,1,Caixa Postal,00:00:04,cliente,,N,,,2025/01/22,
300000005820,1,Caixa Postal,,cliente,,N,,,2025/01/22,
300000005821,1,Caixa Postal,,CLI,10000000120864,N,,,2025/01/22,
300000005822,1,URA Pesquisa NPS,00:07:37,VE,10000000120692,S,Sim,10.0,2025/01/22,Email1768
300000005823,1,Caixa Postal,,VE,10000000120799,N,,,2025/01/22,
300000005824,1,Caixa Postal,00:00:01,cli,10000000120993,N,,,2025/01/22,
300000005825,1,Caixa Postal,00:00:05,CLI,10000000120982,N,,,2025/01/22,
300000005826,1,Caixa Postal,,CLI,10000000120983,N,,,2025/01/22,
300000005827,1,URA Pesquisa NPS,00:04:57,ve,10000000121034,S,Sim,10.0,2025/01/22,Email5556
300000005828,1,Caixa Postal,,VE,,N,,,2025/01/22,
300000005829,1,Caixa Postal,,VE,,N,,,2025/01/22,
300000005830,1,Caixa Postal,,CLI,,N,,,2025/01/22,
300000005831,1,Caixa Postal,,CLI,10000000120983,N,,,2025/01/22,
300000005832,1,URA Pesquisa NPS,00:01:36,CLI,10000000120864,S,Sim,10.0,2025/01/22,Email5556
300000005833,1,Informação,00:00:58,CLI,,N,,,2025/01/22,
300000005834,1,URA Pesquisa NPS,00:03:23,VE,10000000120877,S,Sim,10.0,2025/01/22,Email296
300000005835,1,Caixa Postal,00:00:03,cliente,10000000120966,N,,,2025/01/22,
300000005836,1,Caixa Postal,00:00:03,cliente,10000000120966,N,,,2025/01/22,
300000005837,1,URA Pesquisa NPS,00:03:27,VE,10000000120778,S,Sim,10.0,2025/01/22,Email1768
300000005838,1,Cliente Desligou,00:00:13,VE,,N,,,2025/01/22,
300000005839,1,URA Pesquisa NPS,00:03:49,VE,10000000120907,S,Sim,10.0,2025/01/22,Email48442
300000005840,1,Chamada Não Atendida,00:00:05,VE,10000000231260,N,,,2025/01/22,
300000005841,1,Chamada Não Atendida,00:00:00,VE,10000000231260,N,,,2025/01/22,
300000005842,1,Caixa Postal,00:00:04,VE,10000000119336,N,,,2025/01/22,
300000005843,1,Informação,00:02:20,VE,10000000119336,N,,,2025/01/22,
300000005844,1,Ligação Muda,,VE,10000000110348,N,,,2025/01/22,
300000005845,1,Informação,00:02:06,VE,,N,,,2025/01/22,
300000005846,1,Chamada Não Atendida,00:00:10,VE,10000000231262,N,,,2025/01/22,
300000005847,1,Caixa Postal,,VE,,N,,,2025/01/22,
300000005848,1,Caixa Postal,,VE,,N,,,2025/01/22,
300000005849,1,Caixa Postal,00:00:11,Cli,10000000121406,N,,,2025/01/21,
300000005850,1,Caixa Postal,00:00:03,Cli,10000000121406,N,,,2025/01/21,
300000005851,1,URA Pesquisa NPS,00:01:28,CLI,10000000121401,S,Sim,9.0,2025/01/21,Email364
300000005852,1,Caixa Postal,00:00:11,Cli,10000000121406,N,,,2025/01/21,
300000005853,1,Caixa Postal,00:00:07,Cli,10000000121406,N,,,2025/01/21,
300000005854,1,Contato de Finalizacao do Protocolo,00:01:10,VE,10000000121085,S,,,2025/01/21,Email11179
300000005855,1,Não Atende,00:00:06,cliente,10000000121737,N,,,2025/01/21,
300000005856,1,Ocupado,,Cli,1000000083329,N,,,2025/01/21,
300000005857,1,URA Pesquisa NPS,00:02:02,VE,10000000121414,S,Sim,10.0,2025/01/21,Email4355
300000005858,1,Caixa Postal,00:00:03,VE,10000000119321,N,,,2025/01/21,
300000005859,1,Caixa Postal,,VE,10000000119321,N,,,2025/01/21,
300000005860,1,Chamada Não Atendida,00:00:03,CLI,10000000121765,N,,,2025/01/21,
300000005861,1,URA Pesquisa NPS,00:01:44,CLI,10000000121765,S,,,2025/01/21,Email372
300000005862,1,Chamada Não Atendida,,VE,10000000121412,N,,,2025/01/21,
300000005863,1,URA Pesquisa NPS,00:02:23,VE,10000000121412,S,,,2025/01/21,Email1768
300000005864,1,Caixa Postal,00:00:05,cliente,10000000121737,N,,,2025/01/21,
300000005865,1,Caixa Postal,00:00:06,cli,10000000121716,N,,,2025/01/21,
300000005866,1,Caixa Postal,00:00:03,cli,10000000121716,N,,,2025/01/21,
300000005867,1,URA Pesquisa NPS,00:04:35,VE,10000000121534,S,Sim,9.0,2025/01/21,Email1768
300000005868,1,Caixa Postal,00:00:06,,,N,,,2025/01/21,
300000005869,1,Caixa Postal,00:00:06,CLI,10000000121087,N,,,2025/01/21,
300000005870,1,URA Pesquisa NPS,00:04:44,CLI,10000000121087,S,Sim,10.0,2025/01/21,Email4355
300000005871,1,URA Pesquisa NPS,00:02:16,VE,10000000121407,S,Nao,,2025/01/21,Email364
300000005872,1,Chamada Não Atendida,,VE,10000000121622,N,,,2025/01/21,
300000005873,1,URA Pesquisa NPS,00:03:15,VE,10000000121084,S,Sim,10.0,2025/01/21,Email372
300000005874,1,Chamada Não Atendida,,VE,,N,,,2025/01/21,
300000005875,1,Protocolo Permanecera em Andamento,00:11:49,VE,10000000119322,N,,,2025/01/21,
300000005876,1,Caixa Postal,00:00:11,Cli,10000000122505,N,,,2025/01/20,
300000005877,1,URA Pesquisa NPS,00:02:46,Cli,10000000122505,S,Sim,10.0,2025/01/20,Email1615
300000005878,1,Caixa Postal,00:00:23,Cli,10000000119563,N,,,2025/01/20,
300000005879,1,Cliente Desligou,00:06:45,Cli,,N,,,2025/01/20,
300000005880,1,Caixa Postal,00:00:04,,,N,,,2025/01/20,
300000005881,1,URA Pesquisa NPS,00:03:09,VE,10000000121960,S,Sim,10.0,2025/01/20,Email5556
300000005882,1,Chamada Não Atendida,,VE,10000000231241,N,,,2025/01/20,
300000005883,1,Informação,,VE,,N,,,2025/01/20,
300000005884,1,Protocolo Permanecera em Andamento,00:02:12,VE,10000000121533,N,,,2025/01/20,
300000005885,1,Chamada Não Atendida,,VE,10000000121651,N,,,2025/01/20,
300000005886,1,Chamada Não Atendida,00:00:00,VE,10000000121651,N,,,2025/01/20,
300000005887,1,Caixa Postal,,VE,10000000122380,N,,,2025/01/20,
300000005888,1,Caixa Postal,00:00:04,cli,10000000122391,N,,,2025/01/20,
300000005889,1,URA Pesquisa NPS,00:02:04,VE,10000000122290,S,,,2025/01/20,Email1768
300000005890,1,Informação,,,,N,,,2025/01/20,
300000005891,1,Caixa Postal,,VE,10000000121661,N,,,2025/01/20,
300000005892,1,Caixa Postal,,VE,10000000121858,N,,,2025/01/20,
300000005893,1,Agent Error,00:13:51,VE,,N,,,2025/01/20,
300000005894,1,Caixa Postal,,,,N,,,2025/01/20,
300000005895,1,Caixa Postal,,CLI,,N,,,2025/01/20,
300000005896,1,URA Pesquisa NPS,00:04:11,VE,10000000122256,S,Sim,10.0,2025/01/20,Email4355
300000005897,1,Caixa Postal,00:00:00,VE,10000000121858,N,,,2025/01/20,
300000005898,1,Caixa Postal,00:00:03,Cliente,10000000120943,N,,,2025/01/20,
300000005899,1,Caixa Postal,00:00:01,Cliente,10000000120943,N,,,2025/01/20,
300000005900,1,Chamada Não Atendida,,VE,10000000122934,N,,,2025/01/17,
300000005901,1,Chamada Não Atendida,00:00:07,VE,10000000122934,N,,,2025/01/17,
300000005902,1,URA Pesquisa NPS,00:01:38,VE,10000000122934,S,,,2025/01/17,Email1768
300000005903,1,Caixa Postal,,VE,10000000122928,N,,,2025/01/17,
300000005904,1,Caixa Postal,,VE,,N,,,2025/01/17,
300000005905,1,Caixa Postal,,VE,,N,,,2025/01/17,
300000005906,1,URA Pesquisa NPS,00:04:19,VE,10000000122925,S,,,2025/01/17,Email1768
300000005907,1,Cliente Desligou,00:00:02,Cliente,10000000123128,N,,,2025/01/17,
300000005908,1,Cliente Desligou,00:00:01,Cliente,10000000123128,N,,,2025/01/17,
300000005909,1,URA Pesquisa NPS,00:00:54,VE,,S,Sim,10.0,2025/01/17,Email296
300000005910,1,URA Pesquisa NPS,00:01:08,VE,,S,Nao,9.0,2025/01/17,Email296
300000005911,1,Caixa Postal,,VE,,N,,,2025/01/17,
300000005912,1,Caixa Postal,,VE,,N,,,2025/01/17,
300000005913,1,Caixa Postal,,VE,,N,,,2025/01/17,
300000005914,1,Chamada Não Atendida,00:00:05,VE,10000000122884,N,,,2025/01/17,
300000005915,1,Caixa Postal,,VE,10000000122884,N,,,2025/01/17,
